BinId	Markerlineage	genomes	markers	marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
12C16O_168h_50_P10_coass_bin.36.fa	c__Alphaproteobacteria (UID3305)	564	345	226	71	257	17	0	0	0	81.34	4.33	35.29
12C16O_168h_50_P10_coass_bin.37.fa	p__Actinobacteria (UID1454)	732	199	116	88	98	13	0	0	0	55.17	5.43	0.00
12C16O_168h_50_P10_coass_bin.38.fa	p__Actinobacteria (UID1454)	732	199	116	73	115	11	0	0	0	58.37	4.74	36.36
12C16O_168h_50_P10_coass_bin.39.fa	o__Actinomycetales (UID1697)	387	330	193	114	211	5	0	0	0	72.27	1.28	0.00
12C16O_168h_50_P10_coass_bin.4.fa	k__Bacteria (UID2495)	2993	147	91	7	131	8	1	0	0	92.86	5.44	27.27
12C16O_168h_50_P10_coass_bin.5.fa	k__Bacteria (UID203)	5449	104	58	58	46	0	0	0	0	59.09	0.00	0.00
12C16O_168h_50_P10_coass_bin.6.fa	o__Rhizobiales (UID3654)	92	481	319	196	273	12	0	0	0	56.36	1.38	33.33
12C16O_168h_50_P10_coass_bin.7.fa	k__Bacteria (UID203)	5449	104	58	68	34	2	0	0	0	52.07	2.59	0.00
12C16O_168h_50_P10_coass_bin.8.fa	k__Bacteria (UID203)	5449	103	58	67	36	0	0	0	0	52.87	0.00	0.00
12C16O_168h_50_P10_coass_bin.9.fa	k__Bacteria (UID203)	5449	104	58	57	39	8	0	0	0	62.74	8.79	12.50
12C16O_168h_50_P13_coass_bin.1.fa	k__Archaea (UID2)	207	145	103	38	104	2	1	0	0	75.89	3.40	40.00
12C16O_168h_50_P13_coass_bin.10.fa	k__Bacteria (UID203)	5449	104	58	67	36	1	0	0	0	55.33	1.72	0.00
12C16O_168h_50_P13_coass_bin.11.fa	c__Alphaproteobacteria (UID3305)	564	345	226	45	277	22	1	0	0	93.55	4.63	40.00
12C16O_168h_50_P13_coass_bin.12.fa	c__Alphaproteobacteria (UID3305)	564	345	226	59	251	35	0	0	0	83.11	9.16	57.14
12C16O_168h_50_P13_coass_bin.13.fa	k__Bacteria (UID203)	5449	104	58	65	37	2	0	0	0	56.90	2.59	50.00
12C16O_168h_50_P13_coass_bin.14.fa	p__Actinobacteria (UID1454)	732	199	116	61	127	11	0	0	0	67.99	4.81	27.27
12C16O_168h_50_P13_coass_bin.15.fa	p__Actinobacteria (UID1454)	732	199	116	30	151	17	1	0	0	90.62	9.64	15.00
12C16O_168h_50_P13_coass_bin.16.fa	o__Rhizobiales (UID3654)	92	480	318	100	367	13	0	0	0	86.55	2.50	23.08
12C16O_168h_50_P13_coass_bin.17.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	195	476	22	0	0	0	77.98	3.75	36.36
12C16O_168h_50_P13_coass_bin.18.fa	p__Actinobacteria (UID1454)	732	199	116	68	124	7	0	0	0	78.33	5.32	14.29
12C16O_168h_50_P13_coass_bin.20.fa	o__Actinomycetales (UID1697)	387	330	193	6	322	2	0	0	0	97.75	0.69	0.00
12C16O_168h_50_P13_coass_bin.21.fa	k__Bacteria (UID1453)	901	171	117	46	115	10	0	0	0	88.03	6.70	40.00
12C16O_168h_50_P13_coass_bin.22.fa	k__Bacteria (UID203)	5449	104	58	3	79	18	4	0	0	98.82	7.77	23.33
12C16O_168h_50_P13_coass_bin.23.fa	k__Bacteria (UID1452)	924	161	108	54	105	2	0	0	0	77.83	1.85	0.00
12C16O_168h_50_P13_coass_bin.24.fa	o__Rhizobiales (UID3654)	92	481	319	22	429	30	0	0	0	94.86	6.28	20.00
12C16O_168h_50_P13_coass_bin.25.fa	k__Bacteria (UID1452)	924	161	108	58	89	13	1	0	0	70.83	8.33	31.25
12C16O_168h_50_P13_coass_bin.26.fa	c__Betaproteobacteria (UID3959)	235	419	211	121	270	28	0	0	0	77.47	4.16	3.57
12C16O_168h_50_P13_coass_bin.27.fa	f__Streptomycetaceae (UID2048)	60	460	233	193	244	20	3	0	0	61.59	5.13	17.24
12C16O_168h_50_P13_coass_bin.3.fa	c__Alphaproteobacteria (UID3305)	564	345	226	120	216	8	1	0	0	73.26	3.54	54.55
12C16O_168h_50_P13_coass_bin.4.fa	c__Gammaproteobacteria (UID4202)	67	481	276	151	317	12	1	0	0	74.30	3.55	13.33
12C16O_168h_50_P13_coass_bin.5.fa	k__Bacteria (UID3187)	2258	188	117	60	123	5	0	0	0	69.70	3.63	60.00
12C16O_168h_50_P13_coass_bin.6.fa	o__Actinomycetales (UID1697)	387	330	193	33	270	27	0	0	0	92.30	7.11	18.52
12C16O_168h_50_P13_coass_bin.7.fa	k__Bacteria (UID1453)	901	171	117	87	78	6	0	0	0	58.38	4.70	0.00
12C16O_168h_50_P13_coass_bin.8.fa	p__Actinobacteria (UID1454)	732	200	117	44	150	6	0	0	0	86.54	2.71	0.00
12C16O_168h_50_P13_coass_bin.9.fa	k__Bacteria (UID203)	5449	104	58	70	34	0	0	0	0	51.72	0.00	0.00
12C16O_168h_50_unf_bin.1.fa	k__Bacteria (UID203)	5449	104	58	62	41	1	0	0	0	56.03	0.34	100.00
12C16O_168h_50_unf_bin.10.fa	p__Actinobacteria (UID1454)	732	196	114	41	151	4	0	0	0	79.99	3.07	25.00
12C16O_168h_50_unf_bin.11.fa	o__Rhizobiales (UID3654)	92	480	318	73	379	28	0	0	0	93.73	5.44	39.29
12C16O_168h_50_unf_bin.12.fa	o__Actinomycetales (UID1697)	387	330	193	122	174	33	1	0	0	63.83	7.62	36.11
12C16O_168h_50_unf_bin.13.fa	k__Bacteria (UID203)	5449	104	58	58	44	2	0	0	0	60.67	2.59	0.00
12C16O_168h_50_unf_bin.14.fa	p__Actinobacteria (UID1454)	732	199	116	22	168	9	0	0	0	95.30	5.60	0.00
12C16O_168h_50_unf_bin.15.fa	c__Alphaproteobacteria (UID3305)	564	345	226	115	221	8	1	0	0	72.92	3.35	45.45
12C16O_168h_50_unf_bin.16.fa	p__Actinobacteria (UID1454)	732	199	116	55	137	7	0	0	0	75.79	3.38	28.57
12C16O_168h_50_unf_bin.17.fa	k__Bacteria (UID2495)	2993	147	91	65	80	2	0	0	0	52.48	1.65	50.00
12C16O_168h_50_unf_bin.18.fa	k__Bacteria (UID203)	5449	104	58	71	28	5	0	0	0	50.86	6.90	40.00
12C16O_168h_50_unf_bin.19.fa	k__Bacteria (UID1453)	901	171	117	68	96	6	1	0	0	68.47	5.41	0.00
12C16O_168h_50_unf_bin.2.fa	k__Bacteria (UID2495)	2993	147	91	57	83	7	0	0	0	67.78	7.14	0.00
12C16O_168h_50_unf_bin.20.fa	c__Betaproteobacteria (UID3959)	235	419	211	155	251	12	1	0	0	66.48	4.36	26.67
12C16O_168h_50_unf_bin.21.fa	o__Actinomycetales (UID1697)	387	330	193	151	161	16	2	0	0	57.86	7.17	9.09
12C16O_168h_50_unf_bin.22.fa	c__Betaproteobacteria (UID3959)	235	419	211	17	391	9	2	0	0	93.84	3.06	13.33
12C16O_168h_50_unf_bin.23.fa	k__Bacteria (UID203)	5449	103	58	56	40	7	0	0	0	64.66	8.62	42.86
12C16O_168h_50_unf_bin.24.fa	f__Pseudomonadaceae (UID4490)	183	845	321	160	653	32	0	0	0	82.17	4.07	81.25
12C16O_168h_50_unf_bin.25.fa	k__Bacteria (UID203)	5449	104	58	64	35	5	0	0	0	57.24	6.03	80.00
12C16O_168h_50_unf_bin.26.fa	k__Bacteria (UID203)	5449	104	58	59	35	10	0	0	0	51.14	5.41	0.00
12C16O_168h_50_unf_bin.27.fa	k__Bacteria (UID203)	5449	104	58	59	40	5	0	0	0	54.45	7.76	0.00
12C16O_168h_50_unf_bin.28.fa	k__Archaea (UID2)	207	145	103	23	119	3	0	0	0	90.03	2.91	0.00
12C16O_168h_50_unf_bin.29.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	264	383	45	1	0	0	59.46	5.66	54.17
12C16O_168h_50_unf_bin.3.fa	k__Bacteria (UID2495)	2993	147	91	11	127	9	0	0	0	93.91	5.81	55.56
12C16O_168h_50_unf_bin.30.fa	o__Rhizobiales (UID3654)	92	481	319	224	251	5	1	0	0	56.05	1.31	12.50
12C16O_168h_50_unf_bin.31.fa	c__Alphaproteobacteria (UID3305)	564	345	226	172	168	4	1	0	0	53.30	2.43	14.29
12C16O_168h_50_unf_bin.32.fa	k__Bacteria (UID1452)	924	160	109	35	112	13	0	0	0	87.03	8.62	7.69
12C16O_168h_50_unf_bin.34.fa	o__Rhizobiales (UID3642)	107	485	316	47	389	47	2	0	0	89.79	8.61	24.53
12C16O_168h_50_unf_bin.35.fa	c__Alphaproteobacteria (UID3305)	564	348	229	160	175	12	1	0	0	56.33	3.86	0.00
12C16O_168h_50_unf_bin.36.fa	p__Actinobacteria (UID1454)	732	199	116	89	97	13	0	0	0	65.23	9.63	7.69
12C16O_168h_50_unf_bin.37.fa	k__Bacteria (UID1452)	924	160	109	38	117	5	0	0	0	81.40	4.59	20.00
12C16O_168h_50_unf_bin.38.fa	k__Bacteria (UID2495)	2993	147	91	74	69	4	0	0	0	53.67	2.56	25.00
12C16O_168h_50_unf_bin.39.fa	k__Bacteria (UID203)	5449	104	58	66	32	6	0	0	0	54.47	8.33	33.33
12C16O_168h_50_unf_bin.4.fa	k__Bacteria (UID1452)	924	158	106	1	155	2	0	0	0	99.53	1.05	0.00
12C16O_168h_50_unf_bin.40.fa	k__Bacteria (UID1452)	924	161	108	13	142	6	0	0	0	92.19	2.77	50.00
12C16O_168h_50_unf_bin.41.fa	o__Actinomycetales (UID1697)	387	330	193	17	311	2	0	0	0	94.65	0.69	0.00
12C16O_168h_50_unf_bin.42.fa	k__Bacteria (UID203)	5449	104	58	56	42	6	0	0	0	70.14	8.62	33.33
12C16O_168h_50_unf_bin.43.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	94	578	21	0	0	0	91.32	3.30	52.38
12C16O_168h_50_unf_bin.44.fa	p__Actinobacteria (UID1454)	732	200	117	11	166	23	0	0	0	93.02	9.18	8.70
12C16O_168h_50_unf_bin.45.fa	k__Bacteria (UID1453)	901	171	117	68	92	7	4	0	0	61.73	3.70	21.05
12C16O_168h_50_unf_bin.46.fa	p__Actinobacteria (UID1454)	732	199	116	99	86	14	0	0	0	59.64	8.62	28.57
12C16O_168h_50_unf_bin.47.fa	k__Bacteria (UID1453)	901	171	117	26	135	10	0	0	0	88.17	7.91	50.00
12C16O_168h_50_unf_bin.48.fa	c__Deltaproteobacteria (UID3216)	83	247	155	67	175	5	0	0	0	74.22	2.37	20.00
12C16O_168h_50_unf_bin.49.fa	k__Bacteria (UID203)	5449	104	58	63	35	6	0	0	0	62.07	8.62	0.00
12C16O_168h_50_unf_bin.5.fa	o__Rhizobiales (UID3654)	92	481	319	146	324	11	0	0	0	70.12	2.85	45.45
12C16O_168h_50_unf_bin.50.fa	o__Rhizobiales (UID3654)	92	481	319	133	344	4	0	0	0	70.48	0.94	25.00
12C16O_168h_50_unf_bin.51.fa	o__Actinomycetales (UID1697)	387	330	193	111	212	7	0	0	0	69.44	1.81	0.00
12C16O_168h_50_unf_bin.52.fa	c__Gammaproteobacteria (UID4202)	67	481	276	49	413	17	2	0	0	90.46	4.96	30.43
12C16O_168h_50_unf_bin.53.fa	o__Actinomycetales (UID1663)	488	310	185	109	197	4	0	0	0	56.62	0.83	0.00
12C16O_168h_50_unf_bin.54.fa	k__Archaea (UID2)	207	145	103	24	119	1	1	0	0	81.96	2.91	25.00
12C16O_168h_50_unf_bin.55.fa	c__Alphaproteobacteria (UID3305)	564	345	226	102	238	5	0	0	0	77.88	1.99	100.00
12C16O_168h_50_unf_bin.56.fa	p__Actinobacteria (UID1454)	732	199	116	75	106	14	4	0	0	57.29	8.07	7.69
12C16O_168h_50_unf_bin.57.fa	p__Actinobacteria (UID1454)	732	199	116	40	141	17	1	0	0	82.61	8.10	20.00
12C16O_168h_50_unf_bin.58.fa	k__Bacteria (UID203)	5449	104	58	33	53	17	1	0	0	67.55	6.49	25.00
12C16O_168h_50_unf_bin.6.fa	k__Bacteria (UID203)	5449	104	58	60	44	0	0	0	0	64.14	0.00	0.00
12C16O_168h_50_unf_bin.60.fa	k__Bacteria (UID203)	5449	104	58	58	40	6	0	0	0	64.48	7.76	0.00
12C16O_168h_50_unf_bin.61.fa	k__Bacteria (UID203)	5449	104	58	65	36	3	0	0	0	54.31	4.31	0.00
12C16O_168h_50_unf_bin.62.fa	k__Bacteria (UID2982)	88	230	148	121	92	16	1	0	0	43.11	2.63	31.58
12C16O_168h_50_unf_bin.63.fa	c__Alphaproteobacteria (UID3305)	564	345	226	111	198	36	0	0	0	70.40	9.89	27.78
12C16O_168h_50_unf_bin.64.fa	c__Alphaproteobacteria (UID3305)	564	345	226	161	150	34	0	0	0	50.33	8.22	35.29
12C16O_168h_50_unf_bin.7.fa	p__Proteobacteria (UID3880)	1495	261	164	4	245	12	0	0	0	97.56	2.98	66.67
12C16O_168h_50_unf_bin.8.fa	k__Archaea (UID2)	207	145	103	37	99	9	0	0	0	73.24	7.19	44.44
12C16O_168h_50_unf_bin.9.fa	k__Bacteria (UID3187)	2258	188	117	56	128	4	0	0	0	65.91	2.42	25.00
12C16O_24h_100_P08_coass_bin.1.fa	k__Archaea (UID2)	207	145	103	44	88	13	0	0	0	66.75	4.50	46.15
12C16O_24h_100_P08_coass_bin.10.fa	p__Proteobacteria (UID3880)	1495	261	164	8	252	1	0	0	0	96.75	0.03	0.00
12C16O_24h_100_P08_coass_bin.11.fa	p__Actinobacteria (UID1454)	732	199	116	62	128	8	1	0	0	81.17	5.53	9.09
12C16O_24h_100_P08_coass_bin.12.fa	k__Bacteria (UID1452)	924	161	108	21	137	3	0	0	0	89.06	2.04	33.33
12C16O_24h_100_P08_coass_bin.13.fa	p__Actinobacteria (UID1454)	732	199	116	86	100	12	1	0	0	65.76	9.34	13.33
12C16O_24h_100_P08_coass_bin.14.fa	p__Actinobacteria (UID1454)	732	199	116	77	118	4	0	0	0	68.85	2.87	0.00
12C16O_24h_100_P08_coass_bin.15.fa	c__Deltaproteobacteria (UID3216)	83	247	155	45	192	10	0	0	0	83.55	4.57	50.00
12C16O_24h_100_P08_coass_bin.16.fa	k__Bacteria (UID1452)	924	161	108	46	105	10	0	0	0	73.63	6.94	10.00
12C16O_24h_100_P08_coass_bin.17.fa	k__Bacteria (UID1452)	924	158	106	5	153	0	0	0	0	96.23	0.00	0.00
12C16O_24h_100_P08_coass_bin.18.fa	k__Bacteria (UID1452)	924	161	108	16	133	12	0	0	0	90.11	7.95	50.00
12C16O_24h_100_P08_coass_bin.19.fa	k__Archaea (UID2)	207	145	103	6	136	3	0	0	0	95.15	2.91	66.67
12C16O_24h_100_P08_coass_bin.2.fa	k__Bacteria (UID1453)	901	171	117	27	134	10	0	0	0	92.31	6.84	10.00
12C16O_24h_100_P08_coass_bin.20.fa	o__Rhizobiales (UID3654)	92	481	319	37	403	41	0	0	0	92.94	8.28	26.83
12C16O_24h_100_P08_coass_bin.21.fa	o__Actinomycetales (UID1697)	387	330	193	6	318	6	0	0	0	97.75	2.07	0.00
12C16O_24h_100_P08_coass_bin.22.fa	o__Actinomycetales (UID1697)	387	330	193	98	211	13	6	2	0	72.55	6.77	20.93
12C16O_24h_100_P08_coass_bin.24.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	231	405	54	3	0	0	67.81	9.15	57.14
12C16O_24h_100_P08_coass_bin.25.fa	k__Bacteria (UID203)	5449	104	58	62	37	5	0	0	0	53.92	6.03	40.00
12C16O_24h_100_P08_coass_bin.27.fa	k__Bacteria (UID2495)	2993	147	91	63	82	2	0	0	0	51.35	0.20	50.00
12C16O_24h_100_P08_coass_bin.28.fa	p__Actinobacteria (UID1454)	732	196	114	82	95	19	0	0	0	56.96	9.19	47.37
12C16O_24h_100_P08_coass_bin.3.fa	k__Archaea (UID2)	207	145	103	25	120	0	0	0	0	83.02	0.00	0.00
12C16O_24h_100_P08_coass_bin.4.fa	k__Bacteria (UID203)	5449	104	58	62	41	1	0	0	0	60.50	1.72	0.00
12C16O_24h_100_P08_coass_bin.5.fa	k__Bacteria (UID203)	5449	102	57	62	38	2	0	0	0	57.50	1.75	0.00
12C16O_24h_100_P08_coass_bin.6.fa	k__Bacteria (UID1452)	924	160	109	57	95	8	0	0	0	74.45	2.95	37.50
12C16O_24h_100_P08_coass_bin.7.fa	o__Actinomycetales (UID1663)	488	309	185	95	200	14	0	0	0	78.46	6.13	21.43
12C16O_24h_100_P08_coass_bin.8.fa	k__Bacteria (UID1453)	901	171	117	85	86	0	0	0	0	60.68	0.00	0.00
12C16O_24h_100_P08_coass_bin.9.fa	k__Bacteria (UID2495)	2993	147	91	71	67	9	0	0	0	68.39	5.62	88.89
12C16O_24h_100_P14_coass_bin.1.fa	k__Archaea (UID2)	207	145	103	37	106	2	0	0	0	73.95	1.94	0.00
12C16O_24h_100_P14_coass_bin.10.fa	o__Actinomycetales (UID1663)	488	310	185	134	175	1	0	0	0	53.70	0.14	100.00
12C16O_24h_100_P14_coass_bin.11.fa	p__Actinobacteria (UID1454)	732	199	116	84	107	8	0	0	0	58.86	3.91	25.00
12C16O_24h_100_P14_coass_bin.12.fa	c__Deltaproteobacteria (UID3216)	83	247	155	78	154	12	3	0	0	83.42	7.20	28.57
12C16O_24h_100_P14_coass_bin.13.fa	o__Rhizobiales (UID3654)	92	480	318	194	279	7	0	0	0	63.86	1.28	28.57
12C16O_24h_100_P14_coass_bin.14.fa	g__Bradyrhizobium (UID3699)	37	824	336	300	467	52	5	0	0	60.81	6.85	22.39
12C16O_24h_100_P14_coass_bin.15.fa	p__Actinobacteria (UID1454)	732	199	116	53	139	7	0	0	0	86.21	5.03	14.29
12C16O_24h_100_P14_coass_bin.16.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	222	460	10	1	0	0	71.79	2.79	53.85
12C16O_24h_100_P14_coass_bin.17.fa	k__Bacteria (UID203)	5449	104	58	68	35	1	0	0	0	55.17	1.72	0.00
12C16O_24h_100_P14_coass_bin.2.fa	o__Actinomycetales (UID1697)	387	330	193	126	203	1	0	0	0	66.54	0.52	0.00
12C16O_24h_100_P14_coass_bin.20.fa	k__Bacteria (UID2495)	2993	147	91	72	69	6	0	0	0	52.69	5.04	50.00
12C16O_24h_100_P14_coass_bin.21.fa	p__Actinobacteria (UID1454)	732	200	117	28	168	4	0	0	0	84.12	2.99	0.00
12C16O_24h_100_P14_coass_bin.22.fa	p__Actinobacteria (UID1454)	732	196	114	52	140	4	0	0	0	72.35	2.49	50.00
12C16O_24h_100_P14_coass_bin.23.fa	k__Bacteria (UID203)	5449	104	58	65	37	2	0	0	0	51.03	1.72	0.00
12C16O_24h_100_P14_coass_bin.24.fa	k__Archaea (UID2)	207	145	103	74	66	4	1	0	0	50.77	5.34	42.86
12C16O_24h_100_P14_coass_bin.25.fa	k__Archaea (UID2)	207	145	103	36	100	9	0	0	0	74.43	3.36	33.33
12C16O_24h_100_P14_coass_bin.26.fa	k__Bacteria (UID2495)	2993	147	91	15	125	7	0	0	0	88.71	3.59	71.43
12C16O_24h_100_P14_coass_bin.27.fa	o__Actinomycetales (UID1697)	387	330	193	19	283	26	2	0	0	95.16	6.88	15.62
12C16O_24h_100_P14_coass_bin.28.fa	o__Actinomycetales (UID1697)	387	330	193	6	323	1	0	0	0	97.75	0.52	0.00
12C16O_24h_100_P14_coass_bin.29.fa	c__Alphaproteobacteria (UID3305)	564	345	226	143	195	7	0	0	0	59.52	2.65	28.57
12C16O_24h_100_P14_coass_bin.3.fa	k__Bacteria (UID203)	5449	104	58	50	51	3	0	0	0	75.86	3.45	0.00
12C16O_24h_100_P14_coass_bin.30.fa	k__Bacteria (UID203)	5449	104	58	5	86	13	0	0	0	93.10	2.04	38.46
12C16O_24h_100_P14_coass_bin.31.fa	k__Bacteria (UID203)	5449	104	58	60	39	4	1	0	0	60.86	6.90	14.29
12C16O_24h_100_P14_coass_bin.32.fa	k__Bacteria (UID203)	5449	102	57	57	42	3	0	0	0	63.68	5.26	0.00
12C16O_24h_100_P14_coass_bin.33.fa	k__Bacteria (UID1452)	924	160	109	65	95	0	0	0	0	70.10	0.00	0.00
12C16O_24h_100_P14_coass_bin.34.fa	c__Deltaproteobacteria (UID3216)	83	247	155	63	178	6	0	0	0	84.93	2.42	33.33
12C16O_24h_100_P14_coass_bin.35.fa	o__Actinomycetales (UID1697)	387	330	193	157	158	14	1	0	0	56.17	4.92	17.65
12C16O_24h_100_P14_coass_bin.36.fa	o__Rhizobiales (UID3642)	107	485	316	114	333	35	3	0	0	78.59	9.17	11.36
12C16O_24h_100_P14_coass_bin.37.fa	k__Bacteria (UID2982)	88	230	148	107	114	9	0	0	0	51.07	2.93	22.22
12C16O_24h_100_P14_coass_bin.38.fa	k__Bacteria (UID203)	5449	104	58	63	40	1	0	0	0	58.28	1.72	0.00
12C16O_24h_100_P14_coass_bin.39.fa	k__Bacteria (UID203)	5449	104	58	66	38	0	0	0	0	52.73	0.00	0.00
12C16O_24h_100_P14_coass_bin.4.fa	k__Bacteria (UID1453)	901	171	117	43	122	6	0	0	0	84.66	4.27	0.00
12C16O_24h_100_P14_coass_bin.40.fa	k__Bacteria (UID1452)	924	161	108	19	123	11	7	1	0	88.37	9.06	50.00
12C16O_24h_100_P14_coass_bin.5.fa	o__Rhizobiales (UID3654)	92	481	319	21	414	45	1	0	0	96.12	9.58	39.58
12C16O_24h_100_P14_coass_bin.6.fa	p__Proteobacteria (UID3880)	1495	261	164	87	170	4	0	0	0	64.48	1.30	75.00
12C16O_24h_100_P14_coass_bin.7.fa	k__Bacteria (UID203)	5449	104	58	61	39	4	0	0	0	62.93	4.31	25.00
12C16O_24h_100_P14_coass_bin.8.fa	k__Bacteria (UID1452)	924	158	106	2	155	1	0	0	0	98.58	0.94	100.00
12C16O_24h_100_P14_coass_bin.9.fa	o__Actinomycetales (UID1697)	387	330	193	148	163	18	1	0	0	58.73	5.61	47.62
12C16O_24h_100_P16_coass_bin.1.fa	k__Bacteria (UID203)	5449	104	58	4	83	8	4	5	0	93.10	4.86	16.00
12C16O_24h_100_P16_coass_bin.10.fa	k__Bacteria (UID203)	5449	104	58	64	37	3	0	0	0	60.34	4.31	33.33
12C16O_24h_100_P16_coass_bin.11.fa	k__Bacteria (UID203)	5449	104	58	64	38	2	0	0	0	54.66	3.45	0.00
12C16O_24h_100_P16_coass_bin.12.fa	g__Burkholderia (UID4006)	64	769	248	60	687	22	0	0	0	96.40	2.72	4.55
12C16O_24h_100_P16_coass_bin.13.fa	f__Enterobacteriaceae (UID5054)	223	875	305	6	857	12	0	0	0	99.18	1.70	25.00
12C16O_24h_100_P16_coass_bin.14.fa	o__Rhizobiales (UID3654)	92	481	319	60	395	26	0	0	0	87.47	4.55	53.85
12C16O_24h_100_P16_coass_bin.15.fa	k__Bacteria (UID1452)	924	161	108	36	120	5	0	0	0	85.98	4.17	40.00
12C16O_24h_100_P16_coass_bin.16.fa	c__Deltaproteobacteria (UID3216)	83	247	155	43	192	11	1	0	0	86.53	6.31	7.14
12C16O_24h_100_P16_coass_bin.17.fa	k__Bacteria (UID1453)	901	171	117	50	110	11	0	0	0	81.72	8.97	27.27
12C16O_24h_100_P16_coass_bin.18.fa	o__Rhizobiales (UID3642)	107	485	316	63	381	40	1	0	0	88.53	8.60	30.23
12C16O_24h_100_P16_coass_bin.19.fa	k__Bacteria (UID203)	5449	104	58	61	43	0	0	0	0	57.93	0.00	0.00
12C16O_24h_100_P16_coass_bin.2.fa	p__Actinobacteria (UID1454)	732	199	116	86	111	2	0	0	0	61.26	1.03	0.00
12C16O_24h_100_P16_coass_bin.20.fa	k__Archaea (UID2)	207	145	103	17	124	4	0	0	0	87.86	3.88	25.00
12C16O_24h_100_P16_coass_bin.21.fa	k__Bacteria (UID203)	5449	104	58	67	36	1	0	0	0	55.17	1.72	0.00
12C16O_24h_100_P16_coass_bin.22.fa	k__Bacteria (UID203)	5449	104	58	57	46	1	0	0	0	65.86	1.72	100.00
12C16O_24h_100_P16_coass_bin.23.fa	p__Actinobacteria (UID1454)	732	199	116	45	151	3	0	0	0	76.58	2.59	0.00
12C16O_24h_100_P16_coass_bin.24.fa	o__Actinomycetales (UID1697)	387	330	193	6	320	4	0	0	0	97.75	1.04	0.00
12C16O_24h_100_P16_coass_bin.25.fa	k__Archaea (UID2)	207	145	103	10	133	2	0	0	0	92.96	1.94	50.00
12C16O_24h_100_P16_coass_bin.26.fa	k__Bacteria (UID203)	5449	103	58	66	32	3	2	0	0	51.72	8.62	0.00
12C16O_24h_100_P16_coass_bin.27.fa	k__Bacteria (UID203)	5449	104	58	55	45	4	0	0	0	52.82	2.41	0.00
12C16O_24h_100_P16_coass_bin.3.fa	p__Actinobacteria (UID1454)	732	199	116	70	122	6	1	0	0	73.79	4.96	11.11
12C16O_24h_100_P16_coass_bin.4.fa	k__Bacteria (UID1452)	924	158	106	1	157	0	0	0	0	99.06	0.00	0.00
12C16O_24h_100_P16_coass_bin.5.fa	k__Bacteria (UID203)	5449	104	58	57	43	4	0	0	0	67.07	5.17	25.00
12C16O_24h_100_P16_coass_bin.6.fa	p__Actinobacteria (UID1454)	732	200	117	25	162	13	0	0	0	90.97	6.16	7.69
12C16O_24h_100_P16_coass_bin.7.fa	k__Bacteria (UID203)	5449	104	58	60	39	5	0	0	0	65.52	7.76	40.00
12C16O_24h_100_P16_coass_bin.8.fa	k__Bacteria (UID1452)	924	161	108	39	102	18	2	0	0	74.28	7.14	41.67
12C16O_24h_100_P16_coass_bin.9.fa	p__Actinobacteria (UID1454)	732	199	116	72	125	2	0	0	0	63.97	1.29	0.00
12C16O_24h_100_unf_bin.1.fa	p__Actinobacteria (UID1454)	732	199	116	94	104	1	0	0	0	52.76	0.17	0.00
12C16O_24h_100_unf_bin.10.fa	k__Bacteria (UID1452)	924	160	109	88	68	4	0	0	0	57.75	3.21	50.00
12C16O_24h_100_unf_bin.11.fa	k__Bacteria (UID2495)	2993	147	91	55	81	11	0	0	0	61.62	8.54	9.09
12C16O_24h_100_unf_bin.12.fa	k__Bacteria (UID3187)	2258	188	117	85	97	4	1	1	0	53.26	6.70	23.08
12C16O_24h_100_unf_bin.13.fa	f__Bradyrhizobiaceae (UID3695)	47	693	296	144	526	23	0	0	0	84.70	4.11	39.13
12C16O_24h_100_unf_bin.14.fa	o__Actinomycetales (UID1663)	488	310	185	56	244	10	0	0	0	80.23	2.66	10.00
12C16O_24h_100_unf_bin.15.fa	p__Actinobacteria (UID1454)	732	200	117	24	158	18	0	0	0	89.40	8.12	22.22
12C16O_24h_100_unf_bin.16.fa	k__Bacteria (UID1452)	924	161	108	34	123	4	0	0	0	82.87	3.70	0.00
12C16O_24h_100_unf_bin.17.fa	k__Bacteria (UID1453)	901	171	117	3	160	8	0	0	0	97.44	3.08	25.00
12C16O_24h_100_unf_bin.18.fa	k__Bacteria (UID203)	5449	104	58	12	75	13	4	0	0	86.60	9.98	60.00
12C16O_24h_100_unf_bin.19.fa	f__Enterobacteriaceae (UID5054)	223	875	305	94	751	30	0	0	0	85.71	2.97	36.67
12C16O_24h_100_unf_bin.2.fa	k__Bacteria (UID2495)	2993	147	91	50	88	9	0	0	0	74.23	3.99	11.11
12C16O_24h_100_unf_bin.20.fa	k__Bacteria (UID2982)	88	230	148	120	101	9	0	0	0	56.58	5.41	11.11
12C16O_24h_100_unf_bin.21.fa	k__Bacteria (UID203)	5449	104	58	67	32	5	0	0	0	53.45	7.76	20.00
12C16O_24h_100_unf_bin.22.fa	o__Rhizobiales (UID3654)	92	481	319	46	393	41	1	0	0	90.82	9.87	40.91
12C16O_24h_100_unf_bin.23.fa	o__Actinomycetales (UID1697)	387	330	193	36	270	24	0	0	0	90.09	5.00	20.83
